ID_Estudiante,Facultad,Programa,Año_Ingreso,Estado,Promedio,Asistencia,Indicadores_Adicionales
356,Humanidades,Literatura,2022,Activo,8.21,89.91,
1617,Humanidades,Literatura,2016,Retirado,9.1,98.33,Beca: Sí; Participa en actividades extracurriculares
683,Economía,Economía,2020,Retirado,9.23,80.28,Beca: No; Sin participación registrada
813,Economía,Contaduría,2017,Egresado,3.08,62.15,Beca: Sí; Sin participación registrada
1681,Economía,,2012,Egresado,8.22,76.19,Beca: No; Sin participación registrada
210,Humanidades,Filosofía,2017,Activo,3.92,76.07,Beca: No; Sin participación registrada
1493,Humanidades,Filosofía,2016,,11.464972480444809,-3.5082809656544365,Beca: Sí; Participa en actividades extracurriculares
141,Artes,Música,2019,Retirado,,89.69,Beca: Sí; Participa en actividades extracurriculares
1975,Economía,Administración de Empresas,2016,Egresado ,4.34,78.21,Beca: No; Participa en actividades extracurriculares
1340,Humanidades,Historia,2015-2020,Egresado,9.37,83.61,Beca: No; Participa en actividades extracurriculares
1798,Economía,Contaduría,2019,Activo,N/A,81.94,Beca: No; Participa en actividades extracurriculares
1575,Salud,Enfermería,2020,Egresado,8.01,86.37,Beca: Sí; Participa en actividades extracurriculares
1182,Artes,Artes Plásticas,2014,Activo,7.94,109.65568877514207,Beca: No; Sin participación registrada
1394,Humanidades,,2021,Retirado,9.21,94.81,Beca: Sí; Sin participación registrada
1816,Salud,Enfermería,2014,Activo,5.78,92.81,Beca: No; Participa en actividades extracurriculares
712,Ingeniería,Ingeniería de Software,2011,Egresado,4.49,82.69,Beca: Sí; Participa en actividades extracurriculares
1794,Ingeniería,Ingeniería Civil,2022,Retirado,4.24,71.36,Beca: No; Sin participación registrada
893,Salud,Medicina,2020,Egresado,,104.85878884513296,Beca: No; Participa en actividades extracurriculares
860,Economía,Administración de Empresas,2012,,8.92,75.66,Beca: No; Sin participación registrada
11,Ciencias Sociales,Sociología,2017,Activo,3.25,72.16,Beca: No; Sin participación registrada
1695,Artes,Música,2016,Activo,8.21,91.66,Beca: Sí; Sin participación registrada
1428,Artes,Artes Plásticas,2017,Retirado,1.88,51.91,Beca: No; Sin participación registrada
283,Ciencias Sociales,Psicología,2020,Activo,1.14,74.34,Beca: No; Sin participación registrada
811,Humanidades,Literatura,2012-2020,Egresado,11.796184238742164,98.65,Beca: Sí; Participa en actividades extracurriculares
1342,Salud,Nutrición,2015,Retirado,5.95,93.84,Beca: No; Participa en actividades extracurriculares
292,Ingeniería,Ingeniería Civil,2012,Retirado,9.7,84.78,Beca: Sí; Sin participación registrada
755,Ingeniería,Ingeniería Civil,2011,Egresado,2.02,56.07,Beca: No; Sin participación registrada
627,Ingeniería,Ingeniería de Software,2016,Activo,3.47,66.16,Beca: Sí; Participa en actividades extracurriculares
944,Ingeniería,Ingeniería Ambiental,2019,Egresado,6.9,62.11,Beca: No; Sin participación registrada
862,Salud,Medicina,2022,Retirado,5.29,63.36,Beca: No; Participa en actividades extracurriculares
130,Ciencias Sociales,Psicología,2015,Retirado,6.37,71.15,Beca: No; Sin participación registrada
1176,Economía,Contaduría,2021,Retirdo,8.85,76.89,Beca: No; Participa en actividades extracurriculares
324,Artes,Artes Plásticas,2011,Activo,,68.13,Beca: No; Sin participación registrada
1091,Ciencias Sociales,Sociología,2013,Activo,2.03,89.63,Beca: Sí; Sin participación registrada
844,Humanidades,Historia,2020,Retirado,8.3,55.18,Beca: No; Participa en actividades extracurriculares
964,Salud,Medicina,2010,Activo,4.67,86.7,Beca: Sí; Sin participación registrada
1865,Salud,Medicina,,Activo,8.64,69.31,Beca: No; Sin participación registrada
866,Salud,Nutrición,2010,Activo,1.66,55.65,Beca: No; Sin participación registrada
922,,Diseño,2012,Egresado,8.65,,Beca: Sí; Sin participación registrada
696,Ciencias Sociales,Trabajo Social,2015,Retirado,5.58,69.86,Beca: Sí; Participa en actividades extracurriculares
216,Ciencias Sociales,Psicología,,Activo,8.89,59.45,Beca: No; Sin participación registrada
1781,Ingeniería,Ingeniería Civil,2014-2020,Activo,8.89,64.51,Beca: Sí; Participa en actividades extracurriculares
1262,Ciencias Sociales,Psicología,2016,Activo,8.91,59.91,
159,Ciencias Sociales,Trabajo Social,,Retirado,2.15,97.44,Beca: No; Participa en actividades extracurriculares
1059,Humanidades,Historia,2019,Activo,3.85,57.37,Beca: No; Participa en actividades extracurriculares
989,Economía,Administración de Empresas,2010-2020,Retirado,7.17,77.96,Beca: No; Sin participación registrada
842,Artes,Diseño,2019,Activo,6.7,55.78,Beca: Sí; Sin participación registrada
635,,Medicina,2020,Activo,7.7,89.0,Beca: No; Sin participación registrada
517,Economía,Economía,2012,Activo,7.67,67.97,Beca: No; Participa en actividades extracurriculares
1429,Ingeniería,Ingeniería de Software,2015,Retirado,,69.09,Beca: No; Sin participación registrada
1748,Ingeniería,Ingeniería de Software,2022,Egresado,6.37,66.17,Beca: No; Participa en actividades extracurriculares
598,Humanidades,Historia,2018,Egresado,5.06,57.8,Beca: No; Sin participación registrada
196,Salud,Nutrición,2020,Egresado ,9.61,65.63,Beca: No; Participa en actividades extracurriculares
1784,Humanidades,Filosofía,2013,Egresado,2.98,91.0,Beca: No; Sin participación registrada
870,Salud,Nutrición,2022,Retirado,4.56,72.02,Beca: No; Participa en actividades extracurriculares
411,Artes,Artes Plásticas,2017,Retirado,4.52,92.49,Beca: No; Participa en actividades extracurriculares
97,Ciencias Sociales,Sociología,,Activo,5.78,52.62,Beca: No; Sin participación registrada
1001,Economía,,2014,Retirado,3.34,80.15,Beca: Sí; Participa en actividades extracurriculares
1506,Economía,Administración de Empresas,2022-2020,Egresado,9.08,72.93,Beca: No; Sin participación registrada
157,Economía,Contaduría,2017,actvo,2.97,,Beca: No; Participa en actividades extracurriculares
420,,Enfermería,2015,Egresado,7.84,98.88,Beca: No; Participa en actividades extracurriculares
656,Ingeniería,Ingeniería Ambiental,2016,,3.1,,Beca: Sí; Sin participación registrada
478,Ciencias Sociales,Sociología,2016,Egresado,8.47,75.09,Beca: No; Sin participación registrada
1856,Artes,Artes Plásticas,2016,Retirado,8.11,92.91,Beca: No; Participa en actividades extracurriculares
669,Economía,Economía,2015,Egresado,4.76,72.19,Beca: No; Participa en actividades extracurriculares
1418,Ingeniería,,2019,actvo,,,Beca: No; Participa en actividades extracurriculares
1872,,Diseño,2012,Activo,2.4,,Beca: No; Sin participación registrada
1300,Ingeniería,Ingeniería Ambiental,2016,Activo,2.84,64.84,Beca: No; Participa en actividades extracurriculares
448,Artes,Diseño,2015,Egresado,8.0,89.9,Beca: Sí; Participa en actividades extracurriculares
554,Humanidades,Historia,2018,Egresado,4.46,97.68,Beca: Sí; Sin participación registrada
179,Ingeniería,Ingeniería Ambiental,2018,Retirado,N/A,67.22,Beca: Sí; Participa en actividades extracurriculares
391,Humanidades,Filosofía,2016,Retirado,5.46,52.17,Beca: No; Participa en actividades extracurriculares
579,Humanidades,Literatura,2019,Egresado,9.46,91.89,Beca: No; Participa en actividades extracurriculares
1478,Artes,Música,2017,Activo,3.25,84.14,
1707,Economía,Contaduría,2020,Egresado,4.84,-2.0382475044266144,Beca: Sí; Sin participación registrada
1288,Ciencias Sociales,Psicología,2015,Egresado,2.66,55.51,Beca: No; Sin participación registrada
1645,Salud,Medicina,2014,Retirado,9.61,59.23,Beca: No; Sin participación registrada
1024,Ciencias Sociales,Psicología,2018,Activo,10.958218142940535,69.07,
821,Ingeniería,Ingeniería Civil,2018,Retirado,4.37,96.71,Beca: No; Sin participación registrada
1825,Economía,Contaduría,2020,Activo,,85.99,Beca: Sí; Participa en actividades extracurriculares
985,Artes,Artes Plásticas,2015,Retirado,,74.11,Beca: No; Sin participación registrada
1339,Ciencias Sociales,Sociología,2010,Activo,5.79,65.42,Beca: No; Sin participación registrada
665,Humanidades,Historia,2012,Egresado,4.15,82.21,Beca: No; Participa en actividades extracurriculares
143,Ciencias Sociales,Psicología,2011,Activo,2.4,79.32,Beca: No; Sin participación registrada
1517,Humanidades,Historia,2013,Retirado,8.96,87.52,Beca: No; Sin participación registrada
1430,,Ingeniería de Software,2018,Retirado,,59.66,
865,Artes,,2018,Retirado,9.64,63.3,Beca: No; Sin participación registrada
422,Economía,Administración de Empresas,2013,Activo,3.73,98.39,Beca: Sí; Sin participación registrada
637,Ingeniería,Ingeniería Civil,2018,Activo,6.52,52.96,Beca: No; Participa en actividades extracurriculares
1407,Ingeniería,Ingeniería Civil,2016,Retirado,3.48,61.49,
800,Humanidades,Literatura,2022,Retirado,7.85,54.48,Beca: No; Participa en actividades extracurriculares
1404,Ciencias Sociales,Trabajo Social,2020,Egresado,7.99,94.28,Beca: No; Sin participación registrada
616,Economía,Administración de Empresas,2016-2020,Egresado,8.25,88.35,Beca: Sí; Sin participación registrada
295,Artes,Artes Plásticas,2010,Retirado,5.34,96.75,Beca: No; Sin participación registrada
924,Economía,Administración de Empresas,2019,actvo,9.6,97.21,Beca: Sí; Participa en actividades extracurriculares
1269,Ingeniería,Ingeniería Ambiental,2015,Retirado,6.42,76.89,Beca: No; Sin participación registrada
1903,Artes,Diseño,2010,Retirado,11.715536994220749,65.69,Beca: No; Participa en actividades extracurriculares
89,Economía,Economía,2010,Egresado,4.76,95.12,Beca: No; Sin participación registrada
42,Ciencias Sociales,Psicología,2021,Activo,6.48,57.92,Beca: No; Sin participación registrada
1802,Ciencias Sociales,Trabajo Social,2021,Egresado,1.24,54.17,Beca: No; Participa en actividades extracurriculares
1934,Salud,Enfermería,2021,Egresado,6.73,71.1,Beca: No; Sin participación registrada
132,Artes,Música,2011,Egresado,8.41,91.13,Beca: Sí; Sin participación registrada
1002,Artes,Diseño,2012,Activo,5.55,90.6,Beca: No; Participa en actividades extracurriculares
1158,Salud,Medicina,2010,Egresado,,58.76,Beca: Sí; Participa en actividades extracurriculares
1095,Ciencias Sociales,Trabajo Social,2021,Retirado,11.935917567497636,93.72,Beca: No; Participa en actividades extracurriculares
1855,Ingeniería,Ingeniería Civil,2013,Retirado,7.68,57.77,Beca: Sí; Participa en actividades extracurriculares
1345,Salud,Enfermería,2013,Activo,4.61,54.19,Beca: No; Participa en actividades extracurriculares
1499,,Contaduría,2019,Activo,7.18,82.2,Beca: No; Participa en actividades extracurriculares
165,Artes,Música,2016,Retirado,1.55,76.13,
725,Ciencias Sociales,Sociología,2016,Retirado,10.740593669092407,,Beca: Sí; Sin participación registrada
291,,Psicología,2020,actvo,N/A,67.58,Beca: No; Participa en actividades extracurriculares
1209,Ingeniería,Ingeniería Civil,2017,Retirado,8.12,93.85,Beca: No; Participa en actividades extracurriculares
1589,Artes,Artes Plásticas,2019,Retirado,9.22,86.2,Beca: Sí; Participa en actividades extracurriculares
1897,Salud,Enfermería,2017,Egresado,3.5,68.85,Beca: Sí; Participa en actividades extracurriculares
1642,Artes,Diseño,2015,Activo,7.14,,Beca: Sí; Sin participación registrada
1362,Ciencias Sociales,Sociología,2022,Retirado,7.95,73.98,Beca: No; Participa en actividades extracurriculares
779,Ciencias Sociales,Sociología,2019,Activo,5.97,76.88,Beca: Sí; Participa en actividades extracurriculares
840,Artes,Diseño,2010,Activo,3.5,96.13,Beca: No; Sin participación registrada
1077,Economía,Administración de Empresas,2017,Retirado,9.51,63.31,Beca: No; Participa en actividades extracurriculares
1945,Ciencias Sociales,Psicología,2016,Retirado,5.36,62.53,Beca: No; Sin participación registrada
572,Humanidades,Literatura,2013,Activo,3.47,93.4,Beca: No; Participa en actividades extracurriculares
918,Salud,Enfermería,2020,Activo,7.96,60.57,Beca: No; Sin participación registrada
977,Ciencias Sociales,,2014,Activo,5.84,77.17,Beca: No; Sin participación registrada
1914,Salud,,2014,Activo,1.49,90.34,Beca: No; Sin participación registrada
1469,Ciencias Sociales,Trabajo Social,2011,Retirado,4.18,85.47,Beca: Sí; Participa en actividades extracurriculares
1592,Economía,Contaduría,2017,Retirado,4.47,62.74,Beca: Sí; Participa en actividades extracurriculares
1318,Artes,Artes Plásticas,2016,Egresado,9.43,58.66,Beca: Sí; Participa en actividades extracurriculares
1845,Ciencias Sociales,Trabajo Social,2017,Retirado,1.81,52.61,Beca: No; Participa en actividades extracurriculares
137,Artes,Música,2012-2020,Activo,4.85,95.47,Beca: No; Participa en actividades extracurriculares
459,Ingeniería,,2019,Retirado,2.34,70.06,Beca: Sí; Participa en actividades extracurriculares
376,Economía,Economía,2018,Retirado,4.55,74.94,Beca: No; Sin participación registrada
1343,Humanidades,Filosofía,2011,Egresado,2.6,97.12,Beca: Sí; Participa en actividades extracurriculares
334,Humanidades,Filosofía,2016,Egresado,3.56,79.52,Beca: Sí; Participa en actividades extracurriculares
1160,,Sociología,2015,Retirado,5.81,-4.52158005541763,Beca: Sí; Sin participación registrada
1761,Humanidades,Literatura,2011,Egresado,7.52,63.7,Beca: No; Participa en actividades extracurriculares
1458,Economía,Economía,2013,Egresado,5.76,94.45,Beca: No; Sin participación registrada
817,Ingeniería,Ingeniería de Software,2013,Retirado,7.47,62.54,Beca: No; Sin participación registrada
1115,Economía,Administración de Empresas,2012,Egresado,5.36,94.37,Beca: No; Participa en actividades extracurriculares
1006,Salud,Enfermería,2020,Egresado,4.94,93.84,Beca: No; Sin participación registrada
1857,Ciencias Sociales,Trabajo Social,2012,Retirado,2.09,72.09,Beca: No; Sin participación registrada
1955,Salud,Enfermería,2022,Egresado,9.16,80.0,Beca: Sí; Sin participación registrada
1851,,Nutrición,2011,Egresado ,8.54,60.85,Beca: No; Sin participación registrada
911,Salud,Enfermería,2022,Egresado,4.06,101.29931897322777,Beca: No; Sin participación registrada
1930,Salud,Medicina,2014,Activo,4.32,96.28,Beca: No; Sin participación registrada
710,Salud,Nutrición,2021,Egresado,5.07,,Beca: No; Participa en actividades extracurriculares
329,Salud,Enfermería,2016,Activo,8.22,68.37,Beca: Sí; Sin participación registrada
1248,Economía,Administración de Empresas,2010,Retirado,N/A,80.32,Beca: No; Sin participación registrada
319,Salud,Enfermería,2019,Activo,,77.79,Beca: No; Sin participación registrada
1690,Economía,Economía,2014,Retirado,4.42,68.66,Beca: No; Sin participación registrada
1359,Ciencias Sociales,Sociología,2015,Retirado,3.97,96.19,Beca: No; Sin participación registrada
1733,Humanidades,Filosofía,2022,Egresado,2.39,,Beca: No; Participa en actividades extracurriculares
168,Humanidades,Filosofía,2020,,2.55,80.91,Beca: No; Sin participación registrada
13,Ingeniería,Ingeniería Civil,2018,Retirado,9.65,59.29,Beca: No; Sin participación registrada
459,Ingeniería,Ingeniería de Software,2021,Egresado,,93.59,Beca: No; Participa en actividades extracurriculares
172,Ciencias Sociales,Sociología,,Retirado,1.18,88.38,Beca: Sí; Sin participación registrada
650,Ciencias Sociales,Trabajo Social,2021,,3.02,91.83,Beca: No; Sin participación registrada
1062,Ingeniería,Ingeniería de Software,2017,Retirado,2.38,71.76,
261,Salud,Nutrición,2020,Activo,5.06,,Beca: No; Sin participación registrada
1367,Ingeniería,Ingeniería Ambiental,2011,Retirado,9.44,53.23,Beca: No; Participa en actividades extracurriculares
1549,Economía,Economía,2016,Activo,1.69,58.32,Beca: No; Participa en actividades extracurriculares
902,,Diseño,2017,Egresado,1.74,86.27,Beca: Sí; Participa en actividades extracurriculares
673,Humanidades,Literatura,2019,Egresado,7.33,55.07,Beca: No; Sin participación registrada
259,Salud,Medicina,2010,Retirado,2.21,73.44,Beca: No; Participa en actividades extracurriculares
1362,Humanidades,Historia,2014,Activo,6.32,68.34,Beca: No; Sin participación registrada
868,Salud,Medicina,2020,actvo,3.46,70.82,Beca: No; Sin participación registrada
1800,Ciencias Sociales,Sociología,2010,actvo,7.59,93.05,Beca: No; Sin participación registrada
139,Ingeniería,,2011,Egresado,7.96,56.66,Beca: No; Participa en actividades extracurriculares
894,Humanidades,Filosofía,2020,Retirado,2.68,-1.1999992451970751,Beca: No; Sin participación registrada
1838,Economía,Economía,2014,Egresado,2.11,65.29,Beca: No; Sin participación registrada
550,Economía,Contaduría,2022,Retirado,9.88,62.25,Beca: No; Sin participación registrada
320,Salud,Nutrición,2010,Activo,9.6,73.63,Beca: No; Sin participación registrada
1527,Ciencias Sociales,Trabajo Social,2011,Activo,6.42,73.26,Beca: No; Participa en actividades extracurriculares
